"Style","OverallStatus","FirstAction","ReviewAreas","NotComputedAreas","CaveatAreas","OptionalAreas","UnavailableAreas","OkAreas","SourceInclude"
"qc","review","Start with Fit.",1,0,0,3,0,1,"fit, diagnostics, tables, precision, reporting, categories, plots"
